員工編號(EmployeeNumber),性別(Gender),年齡(Age),是否為成年人(Over18),婚姻狀態(MaritalStatus),通勤距離(DistanceFromHome),教育程度(Education),教育專業領域(EducationField),部門(Department),職位名稱(JobRole),職位等級(JobLevel),在該公司工作總年資(YearsAtCompany),在該職位工作年資(YearsInCurrentRole),在該職等工作年資(YearsSinceLastPromotion),與現任管理者工作年資(YearsWithCurrManager),總工作年資(TotalWorkingYears),過去工作公司家數(NumCompaniesWorked),每日工資額(DailyRate),每小時工資額(HourlyRate),月收入(MonthlyIncome),月費率(MonthlyRate),標準工作時間(StandardHours),加班(OverTime),調薪百分比(PercentSalaryHike),股票選擇權等級(StockOptionLevel),績效評估(PerformanceRating),出差頻率(BusinessTravel),去年訓練時間(TrainingTimesLastYear),工作滿意度(JobSatisfaction),工作環境滿意度(EnvironmentSatisfaction),工作投入(JobInvolvement),工作生活平衡(WorkLifeBalance),人際關係滿意度(RelationshipSatisfaction),離職(Attrition)
799,Female,54,Y,Divorced,19,4,Medical,Research & Development,Manufacturing Director,2,5,3,1,4,9,9,376,95,5485,22670,80,Yes,11,2,3,Travel_Rarely,4,1,4,3,3,2,No
1440,Male,37,Y,Single,5,2,Technical Degree,Research & Development,Laboratory Technician,1,6,5,1,3,7,0,1413,84,3500,25470,80,No,14,0,3,Non-Travel,2,3,3,4,1,1,No
1044,Female,33,Y,Single,8,1,Life Sciences,Sales,Sales Representative,1,2,2,2,2,3,0,1038,88,2342,21437,80,No,19,0,3,Non-Travel,2,4,2,2,2,4,No
2055,Male,50,Y,Divorced,28,3,Marketing,Sales,Sales Executive,3,3,2,2,0,20,4,410,39,10854,16586,80,Yes,13,1,3,Travel_Rarely,3,1,4,2,3,2,Yes
170,Female,49,Y,Married,20,4,Medical,Research & Development,Manufacturing Director,2,15,11,5,11,16,1,470,96,6567,5549,80,No,14,0,3,Travel_Rarely,2,1,3,3,2,3,No
1477,Male,33,Y,Married,7,3,Medical,Sales,Sales Executive,2,4,3,0,3,5,0,430,54,4373,17456,80,No,14,2,3,Travel_Frequently,2,1,4,3,3,1,No
449,Male,27,Y,Married,1,1,Marketing,Sales,Sales Executive,2,5,4,1,4,6,0,210,73,6349,22107,80,Yes,13,1,3,Non-Travel,0,2,3,3,3,4,No
440,Male,28,Y,Married,2,4,Medical,Research & Development,Research Scientist,1,3,2,2,2,5,5,1157,84,3464,24737,80,Yes,13,0,3,Travel_Rarely,4,4,1,1,2,4,Yes
909,Female,39,Y,Married,2,3,Life Sciences,Human Resources,Human Resources,2,5,4,0,4,13,8,1383,42,5204,7790,80,No,11,2,3,Travel_Rarely,2,4,4,2,3,3,No
1569,Female,35,Y,Divorced,2,3,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,104,69,2074,26619,80,Yes,12,1,3,Travel_Rarely,2,1,1,3,3,4,Yes
997,Male,50,Y,Divorced,1,2,Medical,Research & Development,Research Director,4,5,4,1,3,32,9,1126,66,17399,6615,80,No,22,1,4,Travel_Rarely,1,4,4,3,2,3,No
178,Male,36,Y,Divorced,6,2,Medical,Research & Development,Manufacturing Director,2,3,2,0,1,7,6,216,84,4941,2819,80,No,20,2,4,Travel_Rarely,0,2,2,3,3,4,No
1780,Male,21,Y,Single,7,1,Marketing,Sales,Sales Representative,1,1,0,1,0,1,1,337,31,2679,4567,80,No,13,0,3,Travel_Rarely,3,2,2,3,3,2,Yes
644,Male,50,Y,Married,3,3,Medical,Human Resources,Manager,5,32,5,10,7,32,1,1246,99,18200,7999,80,No,11,1,3,Travel_Frequently,2,2,1,3,3,3,No
1118,Male,52,Y,Single,7,4,Life Sciences,Research & Development,Healthcare Representative,3,8,6,4,0,18,7,994,87,10445,15322,80,No,19,0,3,Travel_Rarely,4,2,2,3,3,4,No
582,Male,33,Y,Married,15,1,Medical,Research & Development,Manager,3,7,6,7,7,15,7,1277,56,13610,24619,80,Yes,12,0,3,Travel_Rarely,2,3,2,3,4,4,Yes
1827,Female,47,Y,Divorced,4,3,Life Sciences,Research & Development,Manufacturing Director,3,22,11,14,10,28,8,1001,92,10333,19271,80,Yes,12,1,3,Travel_Rarely,4,2,3,2,3,3,No
872,Male,22,Y,Married,1,2,Life Sciences,Research & Development,Manufacturing Director,2,2,2,2,2,4,6,1230,33,4775,19146,80,No,22,2,4,Travel_Rarely,2,4,4,2,1,1,No
828,Male,28,Y,Single,2,4,Medical,Research & Development,Research Scientist,1,2,2,2,1,5,6,890,46,4382,16374,80,No,17,0,3,Travel_Rarely,3,3,3,3,2,4,Yes
1681,Female,33,Y,Divorced,16,3,Life Sciences,Sales,Sales Executive,2,6,5,1,2,7,1,530,36,5368,16130,80,Yes,25,1,4,Non-Travel,2,4,3,3,3,3,No
215,Male,40,Y,Married,4,4,Marketing,Sales,Sales Executive,3,12,11,2,11,15,7,630,67,10855,8552,80,No,11,1,3,Travel_Rarely,2,4,3,2,2,1,No
1371,Male,27,Y,Single,2,1,Life Sciences,Sales,Sales Executive,2,6,2,0,0,8,3,793,43,5071,20392,80,No,20,0,4,Travel_Frequently,3,4,4,1,3,2,No
2012,Male,40,Y,Married,1,4,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,8,8,543,83,2406,4060,80,No,19,2,3,Travel_Rarely,3,4,1,3,2,3,No
1096,Male,55,Y,Married,2,1,Life Sciences,Research & Development,Manufacturing Director,3,3,2,1,2,23,3,1091,65,10976,15813,80,No,18,1,3,Travel_Frequently,4,2,4,3,3,2,No
1108,Male,33,Y,Single,25,3,Medical,Research & Development,Research Scientist,1,2,2,2,2,5,4,1017,55,2313,2993,80,Yes,20,0,4,Travel_Rarely,0,2,1,2,3,2,Yes
970,Male,37,Y,Married,1,4,Life Sciences,Sales,Sales Executive,3,14,1,11,7,17,5,625,46,10609,14922,80,No,11,0,3,Travel_Rarely,2,3,1,2,1,3,Yes
1779,Female,34,Y,Single,3,2,Life Sciences,Sales,Sales Executive,2,2,2,2,2,6,5,511,32,6029,25353,80,No,12,0,3,Travel_Rarely,3,4,4,1,3,1,No
1280,Female,46,Y,Married,4,2,Marketing,Sales,Manager,5,11,4,0,8,26,2,168,33,18789,9946,80,No,14,1,3,Travel_Rarely,2,2,4,2,3,3,No
1582,Male,38,Y,Married,14,3,Life Sciences,Sales,Sales Executive,2,9,8,7,7,10,0,1245,80,9924,12355,80,No,11,1,3,Travel_Rarely,3,2,3,3,3,4,No
1311,Female,30,Y,Married,6,3,Technical Degree,Research & Development,Laboratory Technician,2,9,2,6,7,10,0,1138,48,4627,23631,80,No,12,1,3,Travel_Rarely,6,4,1,2,3,1,No
847,Male,34,Y,Married,3,2,Human Resources,Human Resources,Human Resources,1,3,2,0,2,4,0,829,88,3737,2243,80,No,19,1,3,Travel_Rarely,1,4,3,3,1,3,No
1658,Female,34,Y,Divorced,3,3,Life Sciences,Research & Development,Research Scientist,2,11,8,7,9,11,1,1130,66,5433,19332,80,No,12,1,3,Travel_Rarely,2,2,4,3,3,3,No
2036,Male,36,Y,Divorced,15,4,Marketing,Sales,Sales Executive,2,15,12,11,11,15,1,301,88,5406,10436,80,No,24,1,4,Non-Travel,4,4,4,1,2,1,No
2040,Female,35,Y,Single,26,4,Life Sciences,Human Resources,Human Resources,3,9,0,1,7,9,1,1146,31,8837,16642,80,Yes,16,0,3,Travel_Rarely,2,4,3,3,3,3,No
586,Male,35,Y,Married,16,3,Life Sciences,Research & Development,Healthcare Representative,3,8,7,0,0,10,4,1276,72,7632,14295,80,Yes,12,0,3,Travel_Rarely,2,3,4,3,3,3,No
1740,Male,40,Y,Single,7,4,Medical,Sales,Manager,5,21,8,12,8,21,1,611,88,19833,4349,80,No,14,0,3,Travel_Rarely,3,2,2,3,2,2,No
128,Female,24,Y,Married,3,2,Other,Sales,Sales Executive,2,3,2,0,2,4,0,1353,33,4999,17519,80,No,21,1,4,Travel_Rarely,2,3,1,3,2,1,No
981,Male,53,Y,Divorced,2,2,Medical,Sales,Manager,4,17,13,15,2,22,6,1376,45,14852,13938,80,No,13,1,3,Travel_Rarely,3,3,3,3,4,3,No
1671,Male,32,Y,Divorced,2,3,Medical,Research & Development,Research Scientist,2,9,5,1,6,10,0,977,45,5470,25518,80,No,13,2,3,Travel_Rarely,4,2,4,3,2,3,No
1504,Male,28,Y,Single,2,2,Medical,Research & Development,Laboratory Technician,1,0,0,0,0,8,7,289,38,2561,5355,80,No,11,0,3,Travel_Frequently,2,1,3,2,2,3,Yes
1501,Male,55,Y,Married,4,4,Life Sciences,Research & Development,Healthcare Representative,2,3,2,1,2,4,0,1229,30,4035,16143,80,Yes,16,0,3,Travel_Rarely,2,3,4,3,3,2,No
548,Female,30,Y,Single,2,3,Life Sciences,Research & Development,Manufacturing Director,2,5,4,0,2,11,2,317,43,6091,24793,80,No,20,0,4,Travel_Rarely,2,4,3,1,3,3,No
848,Female,26,Y,Married,5,2,Medical,Research & Development,Research Scientist,1,8,7,1,7,8,1,887,88,2366,20898,80,Yes,14,1,3,Travel_Frequently,2,3,3,2,3,1,Yes
811,Male,23,Y,Married,6,3,Life Sciences,Research & Development,Laboratory Technician,1,0,0,0,0,1,1,1243,63,1601,3445,80,Yes,21,2,4,Travel_Rarely,2,1,3,4,3,3,Yes
211,Male,51,Y,Married,7,4,Medical,Research & Development,Manufacturing Director,2,1,0,0,0,10,2,1169,34,6132,13983,80,No,17,0,3,Travel_Rarely,2,3,2,2,3,3,No
827,Female,42,Y,Married,1,2,Life Sciences,Research & Development,Manufacturing Director,2,4,3,0,2,8,9,932,43,6062,4051,80,Yes,13,1,3,Travel_Rarely,4,4,4,2,3,4,No
856,Female,35,Y,Single,27,1,Medical,Research & Development,Research Scientist,1,6,5,1,1,6,1,1343,53,2559,17852,80,No,11,0,3,Travel_Rarely,3,1,3,2,2,4,No
600,Male,35,Y,Married,1,3,Marketing,Sales,Sales Executive,2,11,9,6,9,15,9,619,85,4717,18659,80,No,11,0,3,Travel_Rarely,2,3,2,3,3,3,No
701,Male,20,Y,Single,10,1,Medical,Research & Development,Research Scientist,1,1,0,1,1,1,1,1362,32,1009,26999,80,Yes,11,0,3,Travel_Rarely,5,3,4,3,3,4,Yes
1387,Male,28,Y,Married,26,3,Life Sciences,Sales,Sales Executive,2,5,3,0,4,5,1,736,48,4724,24232,80,No,11,1,3,Travel_Rarely,0,1,3,2,3,3,No
1202,Female,29,Y,Married,15,1,Life Sciences,Research & Development,Research Scientist,1,5,4,1,3,6,0,942,69,2168,26933,80,Yes,18,1,3,Travel_Rarely,2,4,2,1,2,1,No
520,Male,43,Y,Divorced,12,3,Life Sciences,Research & Development,Research Director,4,25,10,3,9,25,1,982,59,14336,4345,80,No,11,1,3,Travel_Rarely,3,2,1,2,3,3,No
1180,Female,40,Y,Married,26,2,Medical,Research & Development,Research Scientist,2,1,1,0,0,16,3,902,92,4422,21203,80,Yes,13,1,3,Travel_Frequently,3,4,3,2,1,4,No
1192,Female,29,Y,Married,6,1,Medical,Research & Development,Laboratory Technician,1,10,8,0,8,10,1,1401,54,3131,26342,80,No,13,1,3,Travel_Rarely,5,4,2,3,3,1,No
1863,Female,46,Y,Divorced,3,3,Technical Degree,Sales,Sales Executive,4,19,17,2,8,25,2,1319,45,13225,7739,80,No,12,1,3,Travel_Rarely,5,1,1,4,3,4,No
1792,Male,44,Y,Divorced,1,2,Medical,Research & Development,Research Scientist,1,5,3,2,3,6,1,429,99,2342,11092,80,Yes,12,3,3,Travel_Frequently,2,2,3,3,2,3,Yes
1443,Female,47,Y,Married,2,4,Medical,Research & Development,Research Director,4,20,17,5,6,26,3,359,82,17169,26703,80,No,19,2,3,Travel_Rarely,2,3,1,3,4,2,No
772,Male,32,Y,Married,24,4,Life Sciences,Research & Development,Laboratory Technician,2,10,8,4,7,10,1,430,80,5309,21146,80,No,15,2,3,Travel_Frequently,2,4,1,3,3,4,No
662,Female,38,Y,Single,1,1,Life Sciences,Research & Development,Research Scientist,1,0,0,0,0,8,3,362,43,2619,14561,80,No,17,0,3,Travel_Rarely,3,1,3,3,2,4,No
1352,Male,51,Y,Divorced,5,3,Life Sciences,Human Resources,Manager,4,33,9,0,10,33,1,770,84,14026,17588,80,Yes,11,1,3,Travel_Rarely,2,2,3,3,3,2,No
422,Male,58,Y,Divorced,1,4,Life Sciences,Research & Development,Healthcare Representative,2,5,3,1,2,12,2,390,32,5660,17056,80,Yes,13,1,3,Non-Travel,2,3,4,1,3,4,No
620,Female,35,Y,Single,1,3,Medical,Sales,Sales Executive,2,5,4,0,3,5,1,195,80,4859,6698,80,No,16,0,3,Travel_Rarely,3,3,1,3,3,4,No
1465,Male,45,Y,Married,29,3,Technical Degree,Research & Development,Manufacturing Director,3,3,1,1,2,10,4,1448,55,9380,14720,80,Yes,18,2,3,Travel_Rarely,4,4,2,3,4,4,No
762,Male,56,Y,Married,9,3,Medical,Research & Development,Healthcare Representative,4,10,7,1,1,30,7,832,81,11103,20420,80,No,11,0,3,Travel_Rarely,1,4,3,3,2,3,No
1062,Female,37,Y,Single,3,3,Other,Research & Development,Healthcare Representative,2,4,3,0,1,8,3,124,35,4107,13848,80,No,15,0,3,Travel_Rarely,3,2,4,3,2,1,No
1700,Male,37,Y,Divorced,1,4,Medical,Sales,Sales Executive,2,6,3,1,3,6,1,1278,31,9525,7677,80,No,14,2,3,Travel_Frequently,2,4,3,1,2,3,No
985,Male,39,Y,Single,2,5,Life Sciences,Sales,Sales Executive,3,8,7,0,7,9,0,903,41,7880,2560,80,No,18,0,3,Travel_Rarely,3,3,1,4,3,4,No
1182,Male,35,Y,Divorced,2,3,Life Sciences,Research & Development,Manufacturing Director,3,7,7,6,4,15,2,819,44,10274,19588,80,No,18,1,3,Travel_Rarely,2,2,3,2,4,2,No
1070,Female,54,Y,Married,2,4,Life Sciences,Sales,Sales Executive,3,9,4,7,0,13,6,1082,41,10686,8392,80,No,11,1,3,Travel_Rarely,4,3,3,2,3,2,No
1046,Female,32,Y,Single,29,4,Medical,Research & Development,Laboratory Technician,1,8,7,7,7,10,9,1109,69,4025,11135,80,No,12,0,3,Non-Travel,2,3,4,3,3,2,No
473,Female,48,Y,Married,29,1,Medical,Sales,Manager,3,0,0,0,0,15,3,530,91,12504,23978,80,No,21,1,4,Travel_Rarely,3,3,1,3,1,2,No
998,Female,33,Y,Married,1,4,Other,Research & Development,Healthcare Representative,2,6,5,1,2,6,1,827,84,5488,20161,80,Yes,13,1,3,Travel_Frequently,2,2,3,4,3,1,No
163,Male,31,Y,Married,6,4,Life Sciences,Sales,Sales Executive,2,7,7,7,7,12,4,249,76,6172,20739,80,Yes,18,0,3,Travel_Rarely,3,3,2,1,2,2,Yes
244,Female,46,Y,Divorced,1,2,Marketing,Sales,Sales Executive,3,24,13,15,7,24,1,526,92,10453,2137,80,No,25,3,4,Travel_Rarely,2,1,2,3,3,3,No
393,Male,38,Y,Divorced,23,4,Life Sciences,Research & Development,Healthcare Representative,2,2,2,1,2,10,9,688,82,5745,18899,80,No,14,1,3,Travel_Rarely,2,4,4,3,3,2,No
1995,Male,38,Y,Married,1,4,Life Sciences,Sales,Sales Executive,2,15,13,5,8,16,0,1321,86,4440,7636,80,No,15,2,3,Travel_Rarely,3,2,4,3,3,1,No
1706,Male,43,Y,Married,2,3,Medical,Sales,Sales Executive,2,10,9,8,8,10,1,1179,73,7847,6069,80,Yes,17,1,3,Travel_Rarely,3,4,4,3,3,1,No
403,Male,37,Y,Married,9,3,Medical,Research & Development,Research Scientist,1,4,2,1,2,4,1,889,53,2326,11411,80,Yes,12,3,3,Travel_Frequently,3,4,2,3,2,3,No
445,Female,39,Y,Married,3,2,Medical,Sales,Sales Executive,2,1,0,0,0,12,4,1162,41,5238,17778,80,Yes,18,0,3,Travel_Rarely,3,3,4,3,2,1,Yes
869,Male,28,Y,Divorced,8,2,Medical,Human Resources,Human Resources,1,5,1,0,4,6,1,1169,63,4936,23965,80,No,13,1,3,Travel_Rarely,6,4,2,2,3,4,No
2049,Male,35,Y,Married,18,4,Life Sciences,Research & Development,Healthcare Representative,2,10,2,0,2,10,1,1199,80,5689,24594,80,Yes,14,2,3,Travel_Frequently,2,3,3,3,4,4,No
117,Male,30,Y,Married,2,3,Life Sciences,Research & Development,Healthcare Representative,2,11,10,10,8,11,1,288,99,4152,15830,80,No,19,3,3,Travel_Rarely,3,4,3,2,3,1,No
1307,Female,39,Y,Divorced,13,4,Medical,Research & Development,Manager,4,19,9,15,2,21,6,412,94,17123,17334,80,Yes,13,2,3,Travel_Rarely,4,2,3,2,3,4,No
1866,Female,43,Y,Married,6,3,Medical,Research & Development,Manager,5,16,12,6,14,21,7,823,81,19392,22539,80,No,13,0,3,Travel_Rarely,2,3,1,2,3,4,No
764,Female,27,Y,Single,7,3,Medical,Research & Development,Healthcare Representative,2,7,6,0,7,9,8,975,55,6811,23398,80,No,19,0,3,Travel_Rarely,2,1,4,2,1,1,No
936,Female,42,Y,Single,14,2,Medical,Sales,Sales Executive,2,5,4,0,3,10,7,462,68,6244,7824,80,No,17,0,3,Travel_Rarely,6,3,3,2,3,1,No
1916,Female,31,Y,Divorced,4,3,Medical,Research & Development,Laboratory Technician,1,2,2,2,2,4,8,471,62,3978,16031,80,No,12,1,3,Travel_Rarely,0,3,1,4,2,2,No
932,Male,39,Y,Married,6,3,Medical,Research & Development,Laboratory Technician,1,2,2,2,2,8,7,1122,70,2404,4303,80,Yes,21,0,4,Travel_Rarely,2,1,4,3,1,4,Yes
1264,Female,29,Y,Divorced,1,3,Life Sciences,Research & Development,Research Director,4,7,7,1,7,9,3,694,87,16124,3423,80,No,14,2,3,Travel_Rarely,2,4,4,2,2,2,No
396,Female,49,Y,Single,10,4,Life Sciences,Research & Development,Research Director,5,3,2,1,2,22,9,636,35,18665,25594,80,Yes,11,0,3,Travel_Frequently,4,1,3,3,3,4,No
1961,Male,38,Y,Single,1,3,Life Sciences,Sales,Sales Representative,1,1,0,0,0,20,4,1404,59,2858,11473,80,No,14,0,3,Travel_Rarely,3,1,1,2,2,1,No
2008,Male,35,Y,Single,9,4,Medical,Research & Development,Research Scientist,2,10,7,0,8,10,1,1395,48,5098,18698,80,No,19,0,3,Travel_Rarely,5,3,2,3,3,2,No
468,Female,42,Y,Single,23,5,Life Sciences,Research & Development,Research Director,4,1,0,0,0,16,2,810,44,15992,15901,80,No,14,0,3,Travel_Rarely,2,4,1,3,3,2,No
1537,Female,31,Y,Single,3,3,Life Sciences,Research & Development,Research Scientist,1,7,2,7,7,7,1,561,33,4084,4156,80,No,12,0,3,Travel_Frequently,2,3,4,3,1,1,Yes
1951,Male,34,Y,Divorced,13,4,Medical,Sales,Sales Executive,3,8,7,1,1,9,1,1239,39,8628,22914,80,No,18,1,3,Travel_Rarely,2,3,4,3,2,3,No
924,Male,36,Y,Married,14,1,Life Sciences,Research & Development,Healthcare Representative,2,16,8,4,11,17,0,1425,68,6586,4821,80,Yes,17,1,3,Travel_Rarely,2,4,3,3,2,1,No
800,Male,27,Y,Married,8,1,Marketing,Sales,Sales Executive,2,4,2,1,1,5,0,829,84,4342,24008,80,No,19,1,3,Travel_Frequently,3,4,3,3,3,2,No
615,Male,40,Y,Divorced,28,3,Other,Sales,Sales Executive,3,1,0,0,1,20,3,1094,58,10932,11373,80,No,15,1,3,Non-Travel,2,1,3,1,3,3,No
1535,Male,34,Y,Married,1,3,Technical Degree,Sales,Sales Executive,3,10,9,8,6,10,1,971,64,7083,12288,80,Yes,14,0,3,Travel_Rarely,3,3,4,2,3,4,No
451,Female,43,Y,Married,7,3,Life Sciences,Research & Development,Healthcare Representative,3,1,0,0,0,10,8,1001,43,9985,9262,80,No,16,1,3,Travel_Rarely,1,1,3,3,2,1,No
1453,Male,31,Y,Divorced,8,2,Life Sciences,Sales,Sales Executive,3,13,7,9,9,13,1,326,31,10793,8386,80,No,18,1,3,Travel_Rarely,5,4,1,3,3,1,No
1999,Male,41,Y,Married,1,3,Life Sciences,Research & Development,Research Scientist,1,5,3,1,0,12,3,642,76,2782,21412,80,No,22,1,4,Travel_Rarely,3,4,4,3,3,1,No
1956,Male,31,Y,Married,1,3,Life Sciences,Research & Development,Research Scientist,2,10,8,8,7,10,1,1125,48,5003,5771,80,No,21,0,4,Travel_Frequently,6,1,4,1,3,2,No
1922,Male,45,Y,Single,1,4,Medical,Research & Development,Healthcare Representative,2,4,2,0,3,12,4,1297,44,5399,14511,80,No,12,0,3,Travel_Frequently,3,3,2,3,3,3,No
446,Male,33,Y,Single,10,3,Marketing,Sales,Sales Executive,2,7,7,0,1,9,3,508,46,4682,4317,80,No,14,0,3,Travel_Frequently,6,4,2,2,2,3,No
434,Female,27,Y,Single,5,3,Life Sciences,Research & Development,Research Scientist,1,4,3,1,2,4,1,1220,85,2478,20938,80,Yes,12,0,3,Travel_Rarely,2,2,3,3,2,2,No
2061,Male,36,Y,Married,23,2,Medical,Research & Development,Laboratory Technician,2,5,2,0,3,17,4,884,41,2571,12290,80,No,17,1,3,Travel_Frequently,3,4,3,4,3,3,No
1698,Male,33,Y,Married,21,3,Medical,Research & Development,Laboratory Technician,1,14,11,2,13,14,1,267,79,2028,13637,80,No,18,3,3,Travel_Rarely,6,2,2,4,3,4,No
16,Male,31,Y,Divorced,26,1,Life Sciences,Research & Development,Research Scientist,1,5,2,4,3,5,1,670,31,2911,15170,80,No,17,1,3,Travel_Rarely,1,3,1,3,2,4,No
235,Female,19,Y,Single,1,1,Technical Degree,Sales,Sales Representative,1,0,0,0,0,1,0,602,100,2325,20989,80,No,21,0,4,Travel_Frequently,5,1,3,1,4,1,Yes
359,Male,32,Y,Married,7,3,Life Sciences,Research & Development,Laboratory Technician,1,5,1,0,3,5,1,1311,100,2794,26062,80,No,20,0,4,Travel_Frequently,3,2,2,4,1,3,No
1133,Male,36,Y,Single,18,4,Life Sciences,Research & Development,Manufacturing Director,2,11,9,0,9,18,2,217,78,7779,23238,80,No,20,0,4,Non-Travel,0,4,1,3,3,1,No
1794,Male,37,Y,Divorced,8,2,Other,Human Resources,Human Resources,2,10,0,4,7,19,2,1239,89,4071,12832,80,No,13,0,3,Travel_Rarely,4,2,3,3,2,3,No
1056,Male,28,Y,Married,10,1,Medical,Sales,Sales Representative,1,1,0,0,0,1,1,1144,74,1052,23384,80,No,22,0,4,Travel_Rarely,5,2,4,3,3,2,No
183,Male,25,Y,Married,28,3,Life Sciences,Sales,Sales Executive,2,2,2,2,2,6,2,959,41,8639,24835,80,No,18,0,3,Travel_Rarely,3,3,1,2,3,4,No
816,Female,29,Y,Married,1,2,Life Sciences,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,805,36,2319,6689,80,Yes,11,1,3,Travel_Rarely,1,1,2,2,3,4,Yes
1120,Female,29,Y,Divorced,28,4,Life Sciences,Research & Development,Research Scientist,1,7,5,1,7,11,4,1107,93,2514,26968,80,No,22,1,4,Travel_Rarely,1,4,3,3,3,1,No
1035,Female,41,Y,Divorced,7,1,Life Sciences,Research & Development,Research Director,5,21,16,5,10,21,1,247,55,19973,20284,80,No,22,2,4,Non-Travel,3,3,2,1,3,2,No
184,Male,30,Y,Married,9,3,Human Resources,Human Resources,Human Resources,2,11,9,4,7,12,0,1240,48,6347,13982,80,Yes,19,0,3,Travel_Rarely,2,4,3,3,1,4,No
1800,Male,39,Y,Single,10,1,Medical,Research & Development,Research Director,3,4,3,2,2,9,7,1253,65,13464,7914,80,No,21,0,4,Travel_Rarely,3,3,3,3,3,3,No
1783,Female,22,Y,Married,8,1,Medical,Research & Development,Laboratory Technician,1,1,0,0,0,1,1,1294,79,2398,15999,80,Yes,17,0,3,Travel_Rarely,6,1,3,3,3,3,Yes
308,Male,31,Y,Married,1,4,Medical,Research & Development,Manufacturing Director,2,5,4,1,4,6,0,979,90,4345,4381,80,No,12,1,3,Non-Travel,2,3,3,1,3,4,No
1045,Female,45,Y,Married,11,2,Life Sciences,Sales,Manager,4,9,3,1,1,26,3,1234,90,17650,5404,80,No,13,1,3,Travel_Rarely,4,4,4,3,4,2,No
547,Female,42,Y,Divorced,29,2,Life Sciences,Research & Development,Research Scientist,2,5,4,0,2,19,2,532,92,4556,12932,80,No,11,1,3,Travel_Frequently,3,3,1,3,3,2,No
442,Female,31,Y,Married,7,2,Life Sciences,Research & Development,Manufacturing Director,3,10,9,8,9,10,1,798,48,8943,14034,80,No,24,1,4,Travel_Frequently,2,3,3,2,3,1,No
408,Male,51,Y,Divorced,2,3,Medical,Research & Development,Manufacturing Director,2,4,1,1,2,13,5,1302,84,5482,16321,80,No,18,1,3,Travel_Rarely,3,2,4,1,3,4,No
1184,Male,34,Y,Single,1,3,Medical,Research & Development,Healthcare Representative,2,13,9,4,9,14,0,669,97,5343,25755,80,No,20,0,4,Travel_Frequently,3,1,4,2,3,3,No
992,Male,33,Y,Single,17,3,Life Sciences,Sales,Manager,4,10,8,6,0,10,1,722,38,17444,20489,80,No,11,0,3,Non-Travel,2,3,4,3,3,4,No
1962,Female,35,Y,Married,7,4,Life Sciences,Sales,Sales Executive,2,10,8,0,9,10,1,1224,55,5204,13586,80,Yes,11,0,3,Travel_Rarely,2,4,3,3,3,4,No
1986,Female,40,Y,Married,2,2,Marketing,Sales,Sales Executive,2,11,8,5,10,15,3,444,92,5677,4258,80,No,14,1,3,Travel_Rarely,4,2,2,3,3,3,No
1268,Male,33,Y,Divorced,10,5,Marketing,Sales,Sales Executive,3,9,8,0,8,10,0,536,82,8380,21708,80,Yes,14,2,3,Travel_Rarely,3,3,4,4,3,4,No
1163,Female,34,Y,Married,9,1,Life Sciences,Sales,Sales Executive,2,6,5,1,3,6,1,1400,70,5714,5829,80,No,20,0,4,Travel_Rarely,3,3,2,3,2,1,No
683,Male,34,Y,Married,1,5,Life Sciences,Research & Development,Research Scientist,1,10,9,8,8,10,1,1397,42,2691,7660,80,No,12,1,3,Travel_Rarely,4,4,2,3,2,4,No
1015,Female,30,Y,Married,8,2,Life Sciences,Research & Development,Research Director,3,8,7,1,7,9,0,153,73,11416,17802,80,Yes,12,3,3,Travel_Rarely,4,1,2,4,2,3,No
5,Female,33,Y,Married,3,4,Life Sciences,Research & Development,Research Scientist,1,8,7,3,0,8,1,1392,56,2909,23159,80,Yes,11,0,3,Travel_Frequently,3,3,4,3,3,3,No
1002,Male,45,Y,Married,23,2,Life Sciences,Research & Development,Laboratory Technician,2,9,8,0,8,9,1,248,42,3633,14039,80,Yes,15,1,3,Non-Travel,2,1,4,3,3,3,No
626,Male,37,Y,Divorced,9,4,Medical,Sales,Sales Executive,3,9,5,7,7,9,1,142,69,8834,24666,80,No,13,1,3,Non-Travel,6,2,1,3,3,4,No
438,Male,31,Y,Divorced,7,3,Marketing,Sales,Sales Executive,2,7,7,1,7,13,4,691,73,7547,7143,80,No,12,3,3,Travel_Rarely,3,4,4,3,3,4,No
8,Male,32,Y,Single,2,2,Life Sciences,Research & Development,Laboratory Technician,1,7,7,3,6,8,0,1005,79,3068,11864,80,No,13,0,3,Travel_Frequently,2,4,4,3,2,3,No
1301,Male,28,Y,Single,1,3,Technical Degree,Research & Development,Research Scientist,1,3,2,1,2,5,2,640,84,2080,4732,80,No,11,0,3,Travel_Rarely,2,1,4,3,2,2,No
1407,Male,26,Y,Single,2,1,Medical,Research & Development,Research Scientist,1,4,3,1,1,5,0,683,36,3904,4050,80,No,12,0,3,Travel_Rarely,2,4,1,2,3,4,No
1004,Female,30,Y,Married,22,3,Life Sciences,Research & Development,Research Scientist,1,5,2,0,1,7,4,138,48,2132,11539,80,Yes,11,0,3,Travel_Rarely,2,3,1,3,3,2,Yes
52,Female,33,Y,Married,1,3,Life Sciences,Sales,Sales Executive,2,5,3,1,3,10,2,1141,42,5376,3193,80,No,19,2,3,Travel_Frequently,3,1,3,4,3,1,No
